
@RELATION comments-quality

@ATTRIBUTE ANIJ	                REAL
@ATTRIBUTE ANYC 	        REAL
@ATTRIBUTE COMMENTS_DENSITY 	REAL
@ATTRIBUTE WPJC	                REAL
@ATTRIBUTE N_FLESCH	        REAL
@ATTRIBUTE FLESCH	        {Molto-Confusionario, Difficile, Piuttosto-Difficile, Standard, Piuttosto-Facile, Facile, Molto-Facile}
@ATTRIBUTE KINCAID	        REAL
@ATTRIBUTE N_FOG	        REAL
@ATTRIBUTE FOG	                {Infantile, Accettabile, Ideale, Difficile, Illeggibile}
@ATTRIBUTE TOKENS	        REAL
@ATTRIBUTE NOUNS	        REAL
@ATTRIBUTE VERBS	        REAL
@ATTRIBUTE SPW	                REAL
@ATTRIBUTE RSYNC	        REAL
@ATTRIBUTE PSYNC	        REAL
@ATTRIBUTE ESYNC	        REAL
@ATTRIBUTE DIR	                REAL
@ATTRIBUTE class 	{Very-Low,Low,Medium,High,Very-High}

@DATA
1.0,1.0,44.0677966102,6.25,42.63,Difficile,9.4625,24.4202380952,Illeggibile,10.125,4.0,1.75,0.5,0.0,100.0,100,100.0,High
0.0,0.0,0.0,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very-Low
0.0,0.0,0.0,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,Very-Low
0.0454545454545,0.0909090909091,3.00751879699,7.0,71.99,Piuttosto-Facile,6.2,19.3,Illeggibile,1.22727272727,0.318181818182,0.227272727273,0.0,0.0,0.0,0.0,0.0,Low
0.0,0.0,1.57480314961,6.0,67.25,Standard,7.0,20.6507936508,Illeggibile,1.93333333333,0.466666666667,0.333333333333,0.0666666666667,0.0,0.0,0.0,0.0,Very-Low
0.0,0.0,1.3986013986,6.0,67.25,Standard,7.0,20.6507936508,Illeggibile,1.70588235294,0.411764705882,0.294117647059,0.0588235294118,0.0,0.0,0.0,0.0,Very-Low
0.1,0.142857142857,9.43396226415,6.0,48.47,Difficile,8.0,14.4,Difficile,1.4,0.5,0.2,0.0,0.0,16.6666666667,100,14.2857142857,Low
0.0,0.0,2.36220472441,4.0,92.8,Molto-Facile,1.3,3.6,Infantile,0.25,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,Very-Low
0.270833333333,1.0,41.1458333333,9.07692307692,50.5853846154,Piuttosto-Difficile,9.24615384615,23.0100025527,Illeggibile,4.47916666667,1.4375,0.770833333333,0.166666666667,0.0,100.0,100,100.0,Very-High
0.0,0.0,0.0,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,Very-Low
0.236363636364,0.302325581395,21.7228464419,8.38461538462,60.3669230769,Standard,8.33846153846,19.5132149901,Illeggibile,3.09090909091,1.16363636364,0.654545454545,0.0,11.7647058824,57.1428571429,25.0,8.10810810811,Medium
0.333333333333,1.0,50.0,4.0,55.405,Piuttosto-Difficile,7.4,22.7777777778,Illeggibile,3.16666666667,0.833333333333,0.333333333333,0.166666666667,100,100,100,100,Medium
0.893617021277,0.0,39.2307692308,5.5,39.2207142857,Difficile,9.03333333333,29.9565343178,Illeggibile,6.53191489362,3.57446808511,1.10638297872,0.127659574468,0.0,0.0,100,0.0,Medium
0.0,1.0,0.0,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,100,100,100,100,Very-Low
0.3,0.333333333333,13.4615384615,6.25,46.69,Difficile,8.65,17.9571428571,Difficile,3.5,1.1,1.3,0.0,0.0,25.0,0.0,25.0,Very-Low
0.0,0.0,0.0,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,Very-Low
0.05,0.0,4.85436893204,4.5,64.375,Standard,6.05,14.8,Difficile,0.8,0.25,0.15,0.05,0.0,0.0,100,0.0,Low
0.0,0.0,0.757575757576,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,Low
0.285714285714,0.0,10.3448275862,5.0,72.8325,Piuttosto-Facile,4.85,24.8,Illeggibile,2.21428571429,0.857142857143,0.285714285714,0.285714285714,0.0,0.0,100,0.0,Low
0.0,0.0,12.7659574468,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,Very-Low
0.0,0.0,3.40909090909,6.0,67.25,Standard,7.0,20.6507936508,Illeggibile,2.41666666667,0.583333333333,0.416666666667,0.0833333333333,0.0,0.0,100,0.0,Very-Low
0.0833333333333,0.0,7.76699029126,7.42857142857,68.2657142857,Standard,7.04285714286,17.7929985669,Difficile,4.54166666667,1.14583333333,1.0,0.145833333333,0.0,0.0,100,0.0,Low
0.0588235294118,0.0,2.1897810219,4.0,56.93,Piuttosto-Difficile,6.8,17.7333333333,Difficile,0.411764705882,0.176470588235,0.0588235294118,0.0588235294118,0.0,0.0,100,0.0,Low
0.0,0.0,0.0,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Very-Low
0.0,0.0,0.0,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,100,0.0,100,0.0,Very-Low
1.0,1.0,65.0,132.666666667,84.3166666667,Facile,3.16666666667,6.54845102272,Infantile,278.0,121.0,40.0,38.5,100.0,100.0,100,100.0,?
1.0,1.0,65.0,132.666666667,84.3166666667,Facile,3.16666666667,6.54845102272,Infantile,278.0,121.0,40.0,38.5,100.0,100.0,100,100.0,?
1.0,1.0,58.8235294118,8.66666666667,89.3033333333,Facile,1.96666666667,10.2555555556,Accettabile,25.0,9.0,3.0,1.5,100.0,100.0,100,100.0,?
1.0,1.0,58.8235294118,8.66666666667,89.3033333333,Facile,1.96666666667,10.2555555556,Accettabile,25.0,9.0,3.0,1.5,100.0,100.0,100,100.0,?
1.0,1.0,56.25,6.0,86.4833333333,Facile,2.36666666667,11.0888888889,Accettabile,15.0,5.0,3.0,1.5,0.0,100.0,100,0.0,?
1.0,1.0,56.25,6.0,86.4833333333,Facile,2.36666666667,11.0888888889,Accettabile,15.0,5.0,3.0,1.5,0.0,100.0,100,0.0,?
1.0,1.0,53.3333333333,4.0,85.4666666667,Facile,2.76666666667,13.6317460317,Ideale,9.0,3.5,1.5,1.5,0.0,0.0,100,0.0,?
0.5,0.0,41.6666666667,3.5,87.555,Facile,2.3,12.3333333333,Ideale,5.0,2.0,1.0,1.0,0.0,0.0,100,0.0,?
0.5,0.0,41.6666666667,3.5,87.555,Facile,2.3,12.3333333333,Ideale,5.0,2.0,1.0,1.0,0.0,0.0,100,0.0,?
1.0,1.0,56.25,4.0,91.4466666667,Molto-Facile,1.83333333333,11.9111111111,Accettabile,8.0,3.5,1.5,1.5,0.0,0.0,100,0.0,?
1.0,1.0,56.25,4.0,91.4466666667,Molto-Facile,1.83333333333,11.9111111111,Accettabile,8.0,3.5,1.5,1.5,0.0,0.0,100,0.0,?
1.0,1.0,56.25,4.0,91.4466666667,Molto-Facile,1.83333333333,11.9111111111,Accettabile,8.0,3.5,1.5,1.5,0.0,0.0,100,0.0,?
1.0,1.0,56.25,5.0,86.1433333333,Facile,2.5,12.2222222222,Ideale,10.0,4.5,2.0,1.0,0.0,100.0,100,0.0,?
1.0,1.0,56.25,8.33333333333,88.7933333333,Facile,2.16666666667,10.8343434343,Accettabile,16.0,7.5,3.0,2.0,0.0,100.0,100,0.0,?
1.0,1.0,58.8235294118,9.0,88.6266666667,Facile,2.23333333333,11.3555555556,Accettabile,17.0,7.5,4.0,2.5,100.0,100.0,100,100.0,?
1.0,1.0,58.8235294118,8.66666666667,88.6933333333,Facile,2.2,11.401352657,Accettabile,16.5,7.5,3.5,2.0,0.0,100.0,100,100.0,?
1.0,1.0,56.25,7.66666666667,91.3433333333,Molto-Facile,1.86666666667,11.1323976608,Accettabile,14.5,7.0,2.5,2.0,0.0,0.0,100,0.0,?
1.0,1.0,58.8235294118,4.33333333333,82.9866666667,Facile,3.03333333333,14.1333333333,Difficile,8.0,3.0,2.5,1.5,0.0,100.0,100,100.0,?
1.0,1.0,56.25,4.0,79.6,Piuttosto-Facile,3.25,13.8,Ideale,4.5,2.0,1.5,0.5,0.0,100.0,100,100.0,?
1.0,1.0,56.25,3.5,88.57,Facile,1.9,16.9333333333,Difficile,4.0,1.5,1.5,0.5,0.0,0.0,100,100.0,?
0.666666666667,1.0,52.9411764706,3.5,88.57,Facile,1.9,16.9333333333,Difficile,2.66666666667,1.0,1.0,0.333333333333,0.0,0.0,100,100.0,?
0.666666666667,1.0,52.9411764706,3.5,88.57,Facile,1.9,16.9333333333,Difficile,2.66666666667,1.0,1.0,0.333333333333,0.0,0.0,100,100.0,?
0.666666666667,0.666666666667,46.8085106383,3.8,96.86,Molto-Facile,0.96,10.1333333333,Accettabile,4.66666666667,2.33333333333,0.666666666667,0.166666666667,66.6666666667,50.0,50.0,66.6666666667,?
0.833333333333,1.0,48.9795918367,4.16666666667,81.745,Facile,3.13333333333,15.8444444444,Difficile,5.66666666667,3.16666666667,0.833333333333,0.166666666667,66.6666666667,100.0,100.0,66.6666666667,?
0.666666666667,1.0,45.652173913,4.6,74.458,Piuttosto-Facile,4.22,18.2933333333,Illeggibile,4.83333333333,3.16666666667,0.333333333333,0.0,66.6666666667,100.0,100.0,66.6666666667,?
0.666666666667,1.0,45.652173913,4.6,74.458,Piuttosto-Facile,4.22,18.2933333333,Illeggibile,4.83333333333,3.16666666667,0.333333333333,0.0,66.6666666667,100.0,100.0,66.6666666667,?
0.0714285714286,0.0,25.5555555556,5.33333333333,29.91,Molto-Confusionario,10.3,31.5259259259,Illeggibile,1.42857142857,0.714285714286,0.214285714286,0.0,100,0.0,100,0.0,?
0.5,1.0,86.511627907,33.5714285714,64.0478571429,Standard,7.17142857143,16.9606999838,Difficile,35.25,9.25,4.71428571429,0.535714285714,100,100,100,100,?
0.0714285714286,1.0,86.511627907,470.0,64.0478571429,Standard,7.17142857143,16.9606999838,Difficile,70.5,18.5,9.42857142857,1.07142857143,100,100,100,100,?
0.0714285714286,1.0,86.511627907,470.0,64.0478571429,Standard,7.17142857143,16.9606999838,Difficile,70.5,18.5,9.42857142857,1.07142857143,100,100,100,100,?
0.666666666667,1.0,52.9411764706,3.5,88.57,Facile,1.9,16.9333333333,Difficile,2.66666666667,1.0,1.0,0.333333333333,0.0,0.0,100,100.0,?
0.5,1.0,86.511627907,33.5714285714,64.0478571429,Standard,7.17142857143,16.9606999838,Difficile,35.25,9.25,4.71428571429,0.535714285714,100,100,100,100,?
